UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
2433,H,303.8,312.9,1357,23.1,237,0
2434,L,299.7,310.8,1870,53.2,215,0
2435,H,300.4,311.0,1486,22.7,174,0
2436,L,299.9,309.3,1772,32.3,20,0
2437,L,298.4,308.3,1214,36.3,41,0
2438,L,303.2,314.7,1668,57.8,95,0
2439,L,298.9,310.9,1714,40.3,144,0
2440,L,297.7,308.0,1771,37.9,39,0
2441,L,299.1,306.4,1264,30.6,57,0
2442,L,296.0,306.3,1412,45.2,114,0
2443,M,298.7,309.6,1641,34.9,131,0
2444,M,298.1,308.3,1564,37.7,41,0
2445,L,301.2,312.0,1590,36.4,86,0
2446,L,298.7,309.0,1473,47.2,56,0
2447,L,301.8,310.5,1815,47.6,35,0
2448,L,302.8,311.9,2004,31.1,252,0
2449,L,301.6,311.2,1556,33.7,51,0
2450,L,299.6,310.6,1619,32.7,149,0
2451,L,300.3,309.5,1548,41.8,88,0
2452,H,297.0,307.4,1767,49.1,195,0
2453,L,299.7,310.0,1686,42.0,9,1
2454,L,298.3,309.9,1347,18.1,151,0
2455,L,301.4,311.3,1428,47.6,162,0
2456,L,305.1,313.4,1357,26.5,113,0
2457,L,301.0,311.6,2020,32.8,77,0
2458,M,296.0,308.2,1651,42.0,147,0
2459,L,299.3,310.0,1431,39.2,109,0
2460,L,300.2,309.5,1417,48.7,252,0
2461,H,300.2,309.1,1682,33.9,51,0
2462,M,298.5,307.6,1699,30.3,246,0
2463,M,300.5,312.5,1680,36.9,13,0
2464,L,297.5,307.2,1461,49.8,166,0
2465,M,298.1,307.4,1592,46.3,72,0
2466,L,301.3,311.1,1557,40.9,249,0
2467,L,298.0,307.7,1370,53.3,161,0
2468,L,301.1,312.6,1372,51.4,83,0
2469,L,297.3,306.2,1611,47.9,66,0
2470,L,303.5,314.7,1573,28.2,203,0
2471,L,298.5,308.6,1637,47.8,242,0
2472,H,299.6,310.8,1679,38.0,111,0
2473,H,300.7,312.2,1806,36.1,102,0
2474,M,298.9,309.0,1399,33.2,11,0
2475,L,300.3,310.0,1650,38.3,41,0
2476,M,301.2,311.2,1672,33.7,213,0
2477,L,301.9,311.8,1482,41.7,226,0
2478,M,301.6,309.9,1559,38.3,231,0
2479,L,299.7,311.2,1486,42.2,158,0
2480,M,299.7,310.0,1915,45.5,247,0
2481,L,304.7,313.5,1556,37.1,198,0
2482,M,301.9,309.8,1618,32.6,136,0
2483,H,298.2,305.8,1490,19.9,125,0
2484,L,300.2,311.0,1452,47.7,50,0
2485,L,299.3,308.7,1304,40.8,36,0
2486,H,299.7,309.3,1734,38.2,149,0
2487,L,297.5,308.0,1675,51.7,136,0
2488,M,299.2,308.7,1484,27.1,207,0
2489,L,303.6,314.2,1376,40.6,115,0
2490,L,301.2,311.3,1570,30.4,191,0
2491,L,295.0,304.9,1448,46.6,62,0
2492,L,302.4,310.9,1498,17.7,84,0
2493,M,302.2,311.4,1311,48.0,72,0
2494,L,299.3,309.9,1576,47.6,139,0
2495,L,301.4,310.8,1580,30.8,26,0
2496,L,298.3,309.5,1733,40.7,115,0
2497,L,299.1,311.4,1511,31.0,46,0
2498,M,303.0,313.7,1478,44.3,241,0
2499,H,299.5,310.9,1259,48.2,72,0
2500,L,296.3,307.0,1735,30.0,218,0
2501,M,299.9,309.3,1697,27.0,27,0
2502,M,299.8,310.0,1543,51.0,34,0
2503,L,302.4,314.4,1300,59.4,106,0
2504,H,300.0,309.5,1320,44.9,165,0
2505,L,299.2,308.1,1440,45.7,95,1
2506,L,302.1,311.0,1710,36.7,168,0
2507,M,300.2,310.0,1589,41.8,66,0
2508,L,298.5,307.5,1270,43.5,183,0
2509,M,302.3,314.0,1610,38.2,136,0
2510,M,300.4,310.6,1387,53.5,130,0
2511,L,300.0,311.0,1444,41.8,50,0
2512,M,300.4,310.1,1711,43.1,227,0
2513,L,297.9,306.7,1675,38.4,76,0
2514,L,298.9,307.6,1733,39.4,176,1
2515,M,300.0,309.1,1533,52.2,225,0
2516,H,299.6,310.0,1696,41.5,221,0
2517,L,302.5,313.1,1433,41.7,207,0
2518,L,300.4,311.0,1491,41.8,224,0
2519,M,301.7,310.2,1479,36.4,162,0
2520,M,300.0,310.0,1542,25.9,15,0
2521,M,302.1,311.1,1307,55.7,229,0
2522,L,300.8,311.2,1497,50.7,167,0
2523,L,300.0,310.5,1797,52.5,68,0
2524,L,300.0,308.8,1342,29.3,7,0
2525,M,298.1,309.1,1300,54.4,181,0
2526,L,301.0,313.4,1314,59.7,160,0
2527,L,299.9,310.8,2014,50.4,178,0
2528,H,299.0,308.8,1621,56.5,221,0
2529,L,302.2,311.9,1489,48.0,129,0
2530,H,297.5,307.3,1550,31.5,165,0
2531,M,299.2,308.4,1578,45.1,55,0
2532,M,302.1,312.3,1423,29.8,229,1
2533,L,300.6,309.5,1445,34.0,19,0
2534,L,299.9,308.0,1509,43.2,51,0
2535,M,300.5,310.7,1408,41.8,136,0
2536,M,300.4,310.4,1466,44.6,64,0
2537,M,297.0,306.4,1601,22.1,65,0
2538,L,299.3,308.0,1359,38.5,243,0
2539,M,303.2,313.5,2005,45.5,18,0
2540,M,298.7,307.7,1672,47.5,143,0
2541,M,299.4,309.2,1310,48.1,232,0
2542,M,298.9,310.7,1094,42.5,196,0
2543,M,299.8,310.5,1414,36.2,95,0
2544,M,298.8,307.5,1660,45.0,247,0
2545,L,301.0,309.7,1625,37.0,19,0
2546,L,300.4,310.5,1518,49.0,106,0
2547,L,301.5,310.2,1430,44.3,51,0
2548,L,297.9,305.9,1376,39.4,141,0
2549,L,299.3,309.9,1465,32.3,121,0
2550,L,299.5,309.9,1356,51.2,204,0
2551,L,300.9,311.4,1466,45.6,90,0
2552,L,298.4,308.7,1776,61.0,162,0
2553,M,301.8,311.8,1399,45.3,184,0
2554,H,302.4,311.7,1647,46.1,121,0
2555,L,298.0,308.5,1674,25.3,161,0
2556,H,299.0,310.5,1344,43.1,186,0
2557,L,298.9,308.4,1387,36.8,79,0
2558,L,305.3,314.2,1729,48.3,155,0
2559,L,299.1,308.0,1372,43.3,170,0
2560,L,303.4,312.5,1527,49.9,162,0
2561,M,297.5,307.7,1903,61.3,142,0
2562,M,298.0,305.9,1713,32.0,2,0
2563,L,298.6,309.1,1553,49.5,218,0
2564,L,298.3,309.0,1688,46.8,154,0
2565,L,299.5,307.7,1527,59.8,126,0
2566,L,298.6,307.6,1720,47.1,114,0
2567,L,298.4,308.4,1171,46.0,3,0
2568,L,302.3,312.2,1513,48.5,212,0
2569,M,302.4,313.0,1164,49.2,149,0
2570,H,301.9,311.8,1566,54.5,68,0
2571,L,301.0,312.3,1495,31.8,104,1
2572,H,300.2,309.9,1781,36.1,230,0
2573,L,299.0,308.0,1665,57.4,22,0
2574,L,298.1,307.0,1443,20.4,214,0
2575,L,300.7,311.5,1465,39.2,140,0
2576,M,297.7,307.7,1606,41.5,59,0
2577,H,298.0,308.6,1435,38.2,26,0
2578,M,302.3,312.9,1532,55.8,118,0
2579,L,303.8,311.8,1773,44.8,49,0
2580,M,300.8,309.6,1389,36.1,247,0
2581,L,302.2,311.2,1457,33.7,206,0
2582,M,299.5,308.7,1482,42.8,11,0
2583,L,297.3,306.9,2103,51.7,137,0
2584,L,301.2,312.2,1646,41.4,48,0
2585,L,301.1,312.3,1740,38.7,229,0
2586,M,300.1,309.9,1675,33.0,219,0
2587,L,299.5,309.3,1687,43.7,106,0
2588,M,301.9,311.2,1622,43.2,34,0
2589,L,298.0,308.1,1603,32.8,165,0
2590,M,298.5,308.7,1278,50.3,181,0
2591,M,298.0,308.8,1602,57.1,119,0
2592,M,300.2,311.0,1518,40.5,19,0
2593,L,297.8,305.5,1635,43.0,11,0
2594,L,298.6,308.5,1525,29.0,2,0
2595,L,298.6,310.0,1674,47.4,1,0
2596,M,299.5,309.0,1706,44.6,219,0
2597,L,297.0,308.2,1016,36.7,21,0
2598,L,300.2,309.9,1460,32.6,34,0
2599,L,302.5,312.7,1205,58.5,236,0
2600,L,300.3,309.1,1580,43.8,243,0
2601,M,303.1,312.0,1484,30.8,8,0
2602,L,302.7,313.4,1780,48.6,86,0
2603,M,301.6,312.4,1575,42.3,253,0
2604,L,300.1,310.2,1451,40.6,16,0
2605,L,300.0,308.8,1706,49.8,141,0
2606,L,301.5,311.6,1481,13.9,243,0
2607,L,299.2,310.5,1448,21.9,159,0
2608,L,296.2,308.0,1608,53.8,186,0
2609,M,301.0,310.7,1826,38.7,103,0
2610,L,297.7,306.1,1690,35.7,185,0
2611,M,298.1,308.9,1639,26.6,35,0
2612,L,300.0,309.7,2030,41.9,160,0
2613,L,299.8,310.8,1406,43.2,201,0
2614,M,297.2,307.5,1402,54.4,63,1
2615,L,300.3,309.4,1564,43.7,140,0
2616,L,301.9,312.0,1809,37.0,161,0
2617,L,297.7,309.1,1369,44.1,132,0
2618,L,302.5,312.4,1852,51.1,197,0
2619,M,296.9,305.8,1280,48.9,160,0
2620,L,304.2,312.6,1516,46.2,132,0
2621,M,299.2,308.4,1569,42.7,215,0
2622,M,300.3,309.9,1380,34.2,110,0
2623,L,296.2,307.0,1426,29.7,199,0
2624,H,299.9,308.8,1680,28.1,17,0
2625,L,300.5,312.0,1796,43.9,88,0
2626,H,299.8,308.5,1159,45.0,17,0
2627,L,298.9,311.2,1570,50.9,227,0
2628,M,298.1,309.8,1517,45.6,153,0
2629,L,302.3,312.4,1557,50.5,83,0
2630,L,300.1,308.4,1481,38.7,19,0
2631,M,303.1,313.0,1307,47.7,102,0
2632,M,298.9,308.6,1814,30.0,103,0
2633,L,299.1,307.9,1745,39.4,124,0
2634,L,301.6,311.9,1519,21.7,215,1
2635,M,296.8,305.9,1450,40.3,83,0
2636,M,297.6,306.9,1428,52.2,108,0
2637,H,302.2,312.0,1075,40.7,3,0
2638,M,297.7,307.1,1601,47.2,21,0
2639,H,296.4,308.4,1677,42.7,126,0
2640,M,303.7,313.2,1562,34.3,216,0
2641,L,297.2,307.7,1522,38.1,84,0
2642,L,300.4,310.5,1561,51.8,209,0
2643,M,300.1,310.5,1385,47.2,236,0
2644,M,294.4,304.8,1448,33.8,237,0
2645,L,299.5,310.3,1508,26.1,200,0
2646,L,300.9,311.2,1662,42.1,235,0
2647,H,300.7,310.9,1784,34.2,8,0
2648,L,301.8,311.9,1496,38.2,186,0
2649,L,299.2,309.1,1350,25.5,32,0
2650,L,301.4,310.5,1544,50.4,104,0
2651,L,298.6,308.6,1898,39.0,6,0
2652,L,297.2,307.4,1366,40.5,160,0
2653,L,297.4,307.8,1696,31.7,65,0
2654,L,297.1,307.3,1777,37.2,241,0
2655,M,302.0,311.8,1473,41.2,199,0
2656,L,297.0,306.9,1412,33.9,96,0
2657,M,300.5,310.0,1640,37.8,186,0
2658,M,299.5,309.8,1601,53.9,34,0
2659,L,299.8,309.6,1662,22.5,92,0
2660,M,302.7,312.9,1909,41.8,159,0
2661,L,299.1,310.1,1567,32.1,0,0
2662,M,301.2,310.5,1324,53.4,116,0
2663,L,300.1,310.7,1549,38.2,94,0
2664,M,299.7,309.7,1581,29.5,179,0
2665,M,304.6,316.6,1764,37.8,34,0
2666,L,297.1,306.9,1502,43.5,39,0
2667,L,302.6,313.3,1464,67.8,171,0
2668,M,301.3,311.3,1292,18.9,38,0
2669,M,299.0,307.7,1635,28.0,19,0
2670,L,303.3,312.7,2137,53.1,96,0
2671,M,296.3,307.2,1498,24.9,214,0
2672,L,299.0,308.5,1618,40.1,130,0
2673,M,297.6,305.4,1439,35.2,52,0
2674,L,300.8,310.8,1308,33.6,139,1
2675,M,297.8,306.7,1615,38.3,135,0
2676,L,300.9,311.0,1543,36.7,191,0
2677,L,299.6,311.2,1110,50.6,168,0
2678,L,299.0,309.8,1826,53.3,110,0
2679,L,300.8,312.3,1612,44.3,121,0
2680,L,299.5,308.9,1551,37.6,138,0
2681,L,297.8,307.7,1462,42.6,25,0
2682,M,305.6,314.6,1610,48.1,214,0
2683,L,299.0,308.3,1618,50.0,37,0
2684,L,295.6,304.6,1609,43.7,132,0
2685,L,298.3,307.0,1729,55.3,31,0
2686,L,297.5,308.8,1769,33.8,196,0
2687,L,301.7,309.6,1897,51.4,111,0
2688,L,300.6,312.0,1388,47.0,142,0
2689,L,300.8,312.0,1435,33.9,188,0
2690,L,299.3,309.8,1602,42.3,106,0
2691,L,299.4,308.3,1398,43.0,51,0
2692,L,299.3,307.7,1427,38.6,214,0
2693,L,299.8,309.3,1623,38.5,112,0
2694,L,301.7,312.3,1699,24.8,125,0
2695,H,300.7,310.7,1766,33.1,27,1
2696,L,301.0,310.0,1503,37.6,146,0
2697,M,301.0,312.1,1620,34.3,53,0
2698,L,301.8,313.5,1581,31.4,121,0
2699,M,300.6,310.3,1541,50.6,80,0
2700,M,300.7,310.8,1391,39.0,14,0
2701,L,302.4,310.9,1369,61.7,12,0
2702,H,298.7,308.3,1657,42.2,214,0
2703,L,298.3,308.8,1388,50.4,209,0
2704,L,297.6,308.0,1219,37.9,22,0
2705,M,300.4,309.9,1532,33.4,79,0
2706,M,296.3,306.0,1798,42.6,189,0
2707,L,300.9,310.5,1037,53.0,211,0
2708,L,299.8,309.5,1486,39.1,24,0
2709,L,302.3,312.7,1658,44.5,159,0
2710,L,298.7,306.7,1211,42.6,148,0
2711,M,299.6,309.5,1499,39.0,128,0
2712,L,302.2,312.6,1334,39.5,27,0
2713,L,302.8,312.2,1357,30.0,90,0
2714,L,298.6,308.2,1465,39.9,115,0
2715,L,300.4,309.9,1336,46.5,218,0
2716,L,300.6,310.1,1322,43.0,236,0
2717,M,300.7,310.8,1527,41.8,227,0
2718,H,299.5,309.6,1936,47.3,139,0
2719,M,302.6,310.5,1673,41.9,206,0
2720,L,296.2,306.9,1718,40.1,19,0
2721,M,299.2,308.9,1680,47.4,107,0
2722,M,300.9,312.8,1413,41.4,82,0
2723,M,300.9,309.7,1593,37.6,50,0
2724,L,302.7,311.8,1734,44.7,153,0
2725,L,302.4,312.2,1686,39.6,238,0
2726,L,299.4,309.8,1572,37.2,84,0
2727,L,302.6,310.6,1631,41.6,100,0
2728,L,298.6,307.7,1978,41.7,170,0
2729,L,301.9,312.5,1688,29.0,177,0
2730,L,303.6,312.7,1481,43.3,201,0
2731,M,302.4,313.8,1524,58.5,155,0
2732,L,300.2,309.8,1349,30.2,153,0
2733,L,299.3,308.4,1958,35.0,76,0
2734,H,296.9,307.6,1825,67.8,24,0
2735,H,300.6,312.2,1552,31.8,114,0
2736,M,297.8,308.2,1928,52.9,30,0
2737,H,298.4,309.7,1651,37.7,211,0
2738,L,297.6,309.3,1460,40.6,206,0
2739,H,299.1,308.2,1700,38.7,145,0
2740,L,299.9,310.9,1609,44.3,167,0
2741,L,300.5,309.0,1687,24.2,86,0
2742,L,298.8,309.2,1292,41.9,66,0
2743,L,302.1,312.1,1392,36.0,190,0
2744,L,299.6,310.8,1804,21.4,10,0
2745,M,298.4,309.6,1841,51.2,154,0
2746,M,300.5,311.0,1791,18.9,164,0
2747,L,303.9,314.2,1935,61.5,139,0
2748,L,300.7,311.2,1641,46.2,224,0
2749,M,299.3,309.3,1628,26.4,155,1
2750,M,296.9,306.9,1374,53.4,5,0
2751,L,299.6,311.0,1434,32.5,249,0
2752,M,300.5,312.0,1182,33.0,69,1
2753,L,299.2,309.1,1480,22.0,171,0
2754,L,296.7,306.9,1169,31.4,212,0
2755,H,298.3,308.4,1731,32.5,88,0
2756,L,302.9,311.3,1607,48.2,46,0
2757,L,302.9,312.5,1175,51.7,35,0
2758,M,298.2,309.8,1504,27.6,81,1
2759,M,301.3,310.6,1890,42.7,43,0
2760,L,297.6,309.8,1515,21.6,230,0
2761,L,302.8,314.0,1359,42.7,196,0
2762,L,300.5,310.9,1218,61.6,150,0
2763,M,301.9,312.5,1223,22.2,150,0
2764,L,296.6,305.7,1633,29.9,86,0
2765,L,301.4,311.1,1460,47.3,34,0
2766,H,300.0,311.4,1475,48.5,92,0
2767,L,301.7,311.1,1461,30.6,196,0
2768,L,301.8,312.9,1512,54.7,60,0
2769,L,300.1,308.8,1318,31.8,208,0
2770,M,298.8,307.6,1594,56.7,165,0
2771,L,301.6,313.5,1283,44.7,179,0
2772,L,299.9,309.9,1402,52.7,1,0
2773,M,298.3,307.7,1718,43.7,146,0
2774,L,298.2,309.5,1605,46.6,110,0
2775,L,297.0,308.3,1660,47.1,190,0
2776,L,299.0,309.9,1922,51.4,194,0
2777,L,302.2,311.6,1527,39.7,221,0
2778,L,300.4,310.1,1541,31.0,96,0
2779,L,298.9,309.3,1490,39.2,22,0
2780,L,301.6,312.3,1458,33.3,25,0
2781,L,298.3,307.8,1357,34.0,29,0
2782,M,300.2,310.4,1553,56.5,18,0
2783,H,299.6,309.9,1601,46.2,166,0
2784,M,301.6,312.8,1611,45.8,89,0
2785,M,296.8,307.6,1549,50.7,223,0
2786,L,298.3,306.8,1703,46.2,105,0
2787,H,296.7,306.5,1543,58.7,27,0
2788,L,299.5,308.6,1464,19.1,126,0
2789,H,302.4,313.0,1372,30.0,200,0
2790,H,299.0,309.9,1260,33.0,60,0
2791,M,299.0,309.1,1799,26.2,175,0
2792,H,301.7,311.5,1412,41.1,94,1
2793,L,302.1,312.2,1372,41.6,206,0
2794,L,299.8,310.0,1463,59.8,95,0
2795,L,301.4,310.7,1488,49.0,140,0
2796,L,297.8,306.6,1831,34.9,85,0
2797,L,302.8,310.7,1479,44.9,231,0
2798,M,304.3,315.6,2009,21.7,122,1
2799,H,301.0,311.5,1549,41.4,138,0
2800,L,295.8,306.2,1906,40.9,96,0
2801,M,298.9,310.1,1698,31.0,215,0
2802,H,301.2,310.0,1602,38.0,167,0
2803,H,299.2,307.4,1820,33.1,107,0
2804,H,302.5,312.9,1738,30.7,178,0
2805,L,301.2,311.5,1651,46.7,69,0
2806,H,298.6,306.9,1952,50.3,207,0
2807,M,300.1,310.4,1448,45.1,157,0
2808,L,298.2,307.8,1359,35.6,126,0
2809,L,299.6,308.8,1416,33.4,157,0
2810,M,298.9,308.6,1851,35.9,205,0
2811,L,302.3,309.9,1797,37.8,181,0
2812,M,304.2,313.6,1443,31.3,6,0
2813,M,297.1,306.4,1116,50.5,66,0
2814,L,296.2,306.7,1501,38.0,222,0
2815,L,299.5,309.4,1356,47.6,137,0
2816,M,297.0,307.6,1449,26.0,224,0
2817,L,300.1,307.5,1349,33.1,60,0
2818,L,301.5,310.7,1249,48.6,120,0
2819,L,303.0,313.5,1875,48.7,101,0
2820,L,300.4,310.1,1415,28.0,36,0
2821,H,299.6,310.5,1790,43.0,14,0
2822,L,296.0,304.2,1498,43.3,49,0
2823,M,300.1,310.8,1335,32.9,3,0
2824,L,300.1,309.5,1629,43.6,100,0
2825,L,301.3,310.5,1468,24.2,169,0
2826,M,298.6,309.6,1500,30.7,195,0
2827,M,299.1,310.3,1563,46.0,9,0
2828,L,297.0,308.1,1392,40.3,243,0
2829,L,295.4,307.5,1247,40.8,122,0
2830,L,297.8,309.0,1528,38.2,149,0
2831,L,296.9,306.1,1710,45.4,126,0
2832,M,300.7,310.8,1376,45.9,158,0
2833,L,299.0,308.6,1565,47.9,227,0
2834,L,298.9,311.0,1807,41.3,252,0
2835,L,298.0,309.1,1521,36.1,75,0
2836,H,293.5,303.3,1553,34.4,200,0
2837,H,303.0,313.9,1547,29.4,27,0
2838,L,298.0,306.8,1415,36.0,97,0
2839,M,299.2,309.4,1360,33.9,196,0
2840,L,297.1,306.2,1360,56.0,221,0
2841,L,301.9,310.3,1603,29.5,207,0
2842,M,300.3,311.1,1673,50.4,18,0
2843,H,298.3,309.3,1682,37.3,247,0
2844,H,299.2,309.7,1470,37.9,77,0
2845,L,303.4,313.2,1733,44.0,46,0
2846,L,299.9,308.6,1593,25.8,114,0
2847,M,299.6,308.5,1550,32.0,151,0
2848,L,298.1,307.1,1000,27.6,183,0
2849,L,296.2,306.0,1391,36.2,113,0
2850,L,299.7,310.8,1265,30.9,10,0
2851,M,300.7,311.7,1650,53.2,76,0
2852,L,302.2,310.6,1555,34.2,73,0
2853,L,295.5,304.8,1346,16.2,220,0
2854,H,297.7,307.0,1592,36.7,230,0
2855,L,298.8,306.3,1283,48.1,90,0
2856,L,300.0,310.6,1351,56.3,53,1
2857,L,299.7,309.5,1410,37.7,58,0
2858,L,299.8,309.6,1634,34.8,192,0
2859,L,300.8,312.2,1788,39.9,31,0
2860,L,298.2,308.3,1433,44.2,145,0
2861,M,301.9,311.4,1774,28.7,131,0
2862,L,300.9,311.4,1546,37.6,207,0
2863,H,299.4,310.4,1580,39.5,81,0
2864,L,303.2,313.5,1526,40.5,212,0
2865,L,303.1,313.8,1502,38.6,178,0
2866,L,301.9,311.7,1616,30.6,174,0
2867,L,294.0,303.9,1670,43.4,53,0
2868,M,303.2,313.3,1379,39.6,152,0
2869,L,301.6,310.8,1504,39.5,125,0
2870,L,304.0,313.4,1836,29.2,137,0
2871,M,302.5,313.9,1569,46.4,134,0
2872,H,303.2,315.2,1589,30.5,125,0
2873,M,301.8,313.3,1746,56.2,244,0
2874,L,302.7,311.4,1448,28.2,192,0
2875,M,304.0,312.6,1531,47.6,96,0
2876,L,300.4,309.2,1684,20.9,224,0
2877,L,296.9,307.0,1759,17.4,18,0
2878,L,299.4,306.6,1114,34.5,134,0
2879,L,300.8,310.2,1406,17.4,238,0
2880,L,300.1,311.6,1359,47.3,44,0
2881,L,297.5,308.5,1515,39.8,104,0
2882,M,296.7,306.2,1372,54.0,205,0
2883,L,298.5,308.1,1656,38.3,37,0
2884,L,301.6,312.2,1568,42.4,134,0
2885,L,303.2,314.1,1697,37.3,173,0
2886,H,301.8,311.3,1708,31.3,234,0
2887,L,302.1,311.9,1659,35.9,66,0
2888,L,299.8,309.3,1477,28.0,74,0
2889,M,296.5,305.2,1556,43.9,7,0
2890,M,299.1,308.9,1455,36.9,89,0
2891,L,299.5,309.2,1293,39.0,101,0
2892,M,299.0,307.7,1708,68.2,2,0
2893,M,300.1,310.8,1522,36.0,92,0
2894,M,300.9,311.4,1269,43.1,11,0
2895,L,301.7,312.4,1634,39.5,81,0
2896,M,299.4,308.7,1497,51.6,248,0
2897,L,296.2,304.2,1169,42.4,170,0
2898,L,299.0,309.5,1292,37.3,134,0
2899,L,300.1,309.4,1412,62.9,93,0
2900,L,302.4,311.6,1575,31.4,233,0
2901,L,298.9,307.6,1679,38.1,47,0
2902,M,301.0,310.7,1672,49.2,249,0
2903,L,300.6,312.2,1645,31.8,207,0
2904,L,300.1,309.6,1531,47.7,238,0
2905,L,301.9,310.8,1846,35.2,44,0
2906,L,298.7,309.3,1663,50.0,24,0
2907,H,298.8,309.0,1577,49.8,3,0
2908,L,300.0,307.9,1639,39.1,131,0
2909,L,298.7,309.4,1466,30.0,229,0
2910,L,301.0,313.1,1527,36.1,177,0
2911,L,298.6,306.0,1165,39.9,185,0
2912,L,300.5,309.2,1468,48.9,192,0
2913,M,299.8,307.0,1853,43.2,125,0
2914,H,300.4,310.4,1564,45.4,105,0
2915,L,299.1,310.1,1557,43.5,194,0
2916,M,299.3,309.4,1716,48.5,155,0
2917,M,300.2,311.6,1602,38.0,109,0
2918,M,300.4,311.2,1397,41.6,202,0
2919,L,300.0,311.7,1542,40.3,164,0
2920,L,303.4,314.6,1334,35.6,129,0
2921,L,298.0,307.6,1570,50.1,72,0
2922,M,299.9,309.9,1388,49.9,252,0
2923,M,296.9,306.0,1704,52.1,60,0
2924,L,300.7,310.5,1446,32.4,208,0
2925,L,297.8,307.8,1390,43.5,223,0
2926,H,299.4,309.4,1517,50.9,124,0
2927,M,299.3,310.6,1603,55.0,50,0
2928,H,300.6,310.2,1321,24.9,30,0
2929,M,298.9,308.0,1444,40.0,84,0
2930,L,298.8,307.9,1556,38.1,208,0
2931,L,302.9,313.5,1777,55.9,243,0
2932,M,300.6,309.2,1085,17.9,233,0
2933,L,298.9,308.7,1648,29.5,208,0
2934,L,299.5,310.8,1469,54.3,42,0
2935,M,303.3,313.6,1449,35.3,218,0
2936,L,299.5,309.5,1416,27.0,27,1
2937,M,298.6,308.6,1472,55.1,250,0
2938,L,298.6,307.6,1649,25.7,166,0
2939,H,298.9,308.0,1441,50.2,192,0
2940,L,298.8,308.6,1834,24.4,143,0
2941,L,297.4,307.7,1649,25.6,66,0
2942,M,297.8,308.7,1573,42.0,206,0
2943,L,298.3,308.4,1508,31.5,67,0
2944,M,301.2,312.5,1750,42.7,35,0
2945,M,299.2,310.8,1777,58.0,126,0
2946,L,299.6,310.4,1330,38.4,29,0
2947,L,302.5,313.8,1412,56.3,92,0
2948,L,302.6,311.6,1651,43.2,22,0
2949,L,299.4,308.3,1705,49.6,190,0
2950,H,298.7,309.3,1484,16.5,196,0
2951,M,298.3,306.9,1405,46.4,174,0
2952,M,301.4,311.1,1552,44.8,10,0
2953,M,299.6,310.4,1802,36.4,119,0
2954,L,299.2,310.6,1545,59.0,18,0
2955,H,298.4,308.1,1311,35.1,189,0
2956,M,298.5,307.8,1557,23.9,71,1
2957,M,300.6,311.0,1678,47.8,42,0
2958,M,297.4,306.3,1519,25.8,74,0
2959,L,302.0,311.8,1763,40.8,124,0
2960,M,298.9,308.9,1692,53.4,136,0
2961,L,299.7,309.7,1526,45.0,237,0
2962,L,297.3,307.4,1545,37.5,24,0
2963,L,300.0,309.1,1208,36.5,216,0
2964,H,299.3,308.6,1754,52.7,205,0
2965,M,299.9,309.2,1479,27.8,30,0
2966,M,302.9,311.3,1466,47.8,140,0
2967,M,300.4,310.7,1439,61.9,64,0
2968,L,298.4,309.3,1619,45.4,157,0
2969,H,298.6,309.4,1335,37.6,200,0
2970,L,301.2,310.9,1361,38.4,231,0
2971,L,302.6,311.8,1528,35.2,28,0
2972,L,300.6,311.3,1425,33.5,94,0
2973,M,301.4,312.0,1598,41.2,17,0
2974,M,301.2,311.4,1432,46.8,130,0
2975,L,302.8,314.6,1823,56.1,246,0
2976,L,296.1,306.1,1662,20.4,34,0
2977,M,301.3,311.1,1659,15.6,193,0
2978,L,302.0,311.6,1429,56.3,131,0
2979,M,297.3,305.8,1968,40.6,40,0
2980,H,298.2,308.9,1459,41.1,78,0
2981,L,298.3,308.2,1410,45.0,113,0
2982,L,298.5,309.1,1664,38.1,208,0
2983,M,299.0,310.9,1572,59.8,89,0
2984,M,300.5,310.1,1391,44.9,222,0
2985,L,301.7,309.4,1931,35.5,29,0
2986,H,302.2,312.6,1712,36.4,86,0
2987,L,298.3,308.5,1538,38.6,221,0
2988,L,298.3,307.6,1967,32.2,10,0
2989,M,302.6,313.0,1683,56.9,32,0
2990,M,301.3,312.1,1535,41.2,37,0
2991,L,300.2,309.2,1946,28.3,237,0
2992,M,300.9,310.6,1655,44.1,4,0
2993,L,299.9,311.4,1648,54.4,186,0
2994,L,301.0,310.3,1468,50.6,247,0
2995,L,299.3,309.4,1546,32.4,98,0
2996,M,300.5,307.9,1464,28.9,50,0
2997,L,297.0,305.5,1795,54.3,64,0
2998,L,298.6,308.8,1249,23.8,195,1
2999,L,298.6,309.9,1782,43.7,57,0
3000,M,299.3,307.9,1380,34.3,175,0
3001,M,298.1,308.2,1527,53.1,185,0
3002,M,298.9,308.6,1485,29.5,229,0
3003,L,297.0,307.9,1444,32.0,164,0
3004,M,301.1,309.9,1661,46.2,134,0
3005,L,299.8,310.3,1537,48.0,59,0
3006,M,296.6,305.9,1418,53.6,58,0
3007,H,298.3,308.6,1565,44.7,137,0
3008,L,300.7,310.7,1413,43.5,32,0
3009,M,298.9,308.7,1441,50.5,178,0
3010,L,298.6,309.1,1269,26.3,122,0
3011,L,299.9,309.9,1457,31.2,77,0
3012,L,300.7,310.6,1626,27.1,163,0
3013,L,297.1,306.8,1544,13.1,110,0
